name,area,company,repeat_sales,total_sales,customer_loyalty_score
Milan van der Mast,HR,Sabbe NV,1,67132.35,67132.35
Sep Cant-Vandenbergh,IT,Baert-Ramaekers NV,1,57751.6,57751.6
Vincent Mathurin,Games,Bresé & Bruynzeels,1,44933.21,44933.21
Jolie Tillmanno,Games,"Meeus, Leys en Segers NV",1,44052.15,44052.15
Faas Haring,Finance,Nyrstar holding,1,43985.41,43985.41
Faas Haring,Finance,Willaert VOF,1,43985.41,43985.41
Vera Wolters,IT,"Engels, Van Hecke en Vanhee CV",1,63660.33,63660.33
Aron Roukes,IT,Jacquot BV,1,75983.52,75983.52
Azra de Grunt,Marketing,Austermühle AG & Co. OHG,1,96145.23,96145.23
Thijs Gruijl,Marketing,Houben CommV,1,84178.45,84178.45
Lola van der Noot,HR,Brizee BV,1,96114.92,96114.92
Luca Sprong-Brievingh,Games,"Van den Broeck, Degroote en Andries BV",1,46029.36,46029.36
Joey Blees,Finance,Lambrecht VOF,1,80254.71,80254.71
Joey Blees,Finance,de Boer BV,1,80254.71,80254.71
Carlijn Jacquot,IT,Hölzenbecher AG & Co. KG,1,67743.27,67743.27
Amy Chrodtrud,Finance,Kuhl GmbH,1,93885.31,93885.31
Luuk Pratt,IT,RET Rotterdam,1,97823.41,97823.41
Berat Hakker,Finance,ASR,1,45539.4,45539.4
Azra Claesner,Marketing,Rust,1,48783.07,48783.07
Azra Claesner,Marketing,Luyckx BV,1,48783.07,48783.07
Yassin Kleijse,HR,Holvoet-Janssens VOF,1,97627.02,97627.02
Joris Eelman,Marketing,Mangold,1,96252.87,96252.87
Benjamin van Laon,Games,Vervoort VOF,1,72307.82,72307.82
Benjamin van Laon,Games,Niemeier Nohlmans GbR,1,72307.82,72307.82
Dean Frankhuizen,Finance,Juncken AG & Co. KG,1,30551.74,30551.74
Dylan Kok-Kerkhof,IT,Budig Koch AG & Co. KG,1,94432.14,94432.14
Laura Beijring-Broek,Marketing,Linschoten & van den Velde,1,53837.12,53837.12
Matthijs Galenzone,HR,van Rijnsbergen NV,1,96129.04,96129.04
Maya Tuithof,Games,Schuylenborch Groep,1,98861.3,98861.3
Jonathan van der Klijn,HR,Koninklijke Köster,1,72531.32,72531.32
Berat Wipstrik-Groen,HR,Herrmann Hoffmann GmbH & Co. KG,1,42793.2,42793.2
Berat Wipstrik-Groen,HR,Stichting Feenstra,1,42793.2,42793.2
Selena Laffray,HR,Veen Bosch & Keuning Uitgeversgroep,1,72794.05,72794.05
Jack van de Ven,Marketing,"Jacobs, Willaert en Sanders NV",1,64958.88,64958.88
Matthias Heinrichs,Marketing,Adler,1,87566.17,87566.17
Matthias Heinrichs,Marketing,Van Camp BV,1,87566.17,87566.17
Quinn Mulder,HR,Hornich,1,58046.88,58046.88
Elize de Groot,HR,Coret-Coredo & van der Klein,1,96989.69,96989.69
Elise Vegt-Kosten,Games,van Hagen & Bijlsma,1,70273.48,70273.48
Luuk Arens,Finance,Blokland & Kerkhof,1,46664.52,46664.52
Evie Godfrey van Alemannië-Smits,Marketing,Koninklijke van Soest,1,69087.12,69087.12
Evie Godfrey van Alemannië-Smits,Marketing,Lippens-Stas CommV,1,69087.12,69087.12
Evie Godfrey van Alemannië-Smits,Marketing,Royal van de Noordmark,1,69087.12,69087.12
Jolie Tillmanno,Games,Detailresult,1,44052.15,44052.15
Vera Wolters,IT,De Wolf CV,1,63660.33,63660.33
Joshua Michiels,IT,Emerson Electric Nederland,1,43361.86,43361.86
Emily Coreth von und zu Coredo und Starkenberg,Finance,3W Vastgoed,1,44127.39,44127.39
Vajèn Willems-Adriaensdr,Games,Koninklijke van den Assem,1,65506.6,65506.6
Esmee Wipstrik,Marketing,Moens-Wouters CV,1,73237.29,73237.29
Pieter van Dommelen,Marketing,Van Camp CV,1,84520.0,84520.0
Pieter van Dommelen,Marketing,Stahr,1,84520.0,84520.0
Pieter van Dommelen,Marketing,Mertens-Declercq NV,1,84520.0,84520.0
Tyler Joosten,Finance,Huyghe-Leemans VOF,1,44315.02,44315.02
Nora Blees,IT,Van Hulle BV,1,66687.52,66687.52
Nora Blees,IT,Westerburg NV,1,66687.52,66687.52
Lola van der Noot,HR,Van den Bergh-Lenaerts CV,1,96114.92,96114.92
Lola van der Noot,HR,"Smits, Van Hulle en Goossens VOF",1,96114.92,96114.92
Liz van Hostaden,IT,Stuivenberg & Arts,1,64619.58,64619.58
Noor van Henegouwen,Games,Jüttner AG & Co. KG,1,68721.94,68721.94
Faas van der Stael,HR,Ehlert Salz AG,1,70583.3,70583.3
Valerie Arnold-van Geest,Finance,Ketting Groep,1,76773.86,76773.86
Ali Hollander,IT,Kranz,1,99653.96,99653.96
Sophia Engels,Finance,Royal Sarneel,1,91293.47,91293.47
Valentijn Buijs,IT,Hecker Stiftung & Co. KGaA,1,68194.34,68194.34
Jan François,HR,Honing & de Gruijter,1,72432.18,72432.18
Luka Honing-Velderman,Marketing,Hamann GmbH,1,73967.46,73967.46
Joris Eelman,Marketing,Scheer & Beekman,1,96252.87,96252.87
Benjamin van Laon,Games,Schakelaar & Blewanus,1,72307.82,72307.82
Riley Blokland-Kleibrink,HR,Mees-Van Rompaey CommV,1,57514.03,57514.03
Mara van der Ven,Marketing,Koninklijke Billung,1,41276.75,41276.75
Dylan Kok-Kerkhof,IT,Martens-Neven VOF,1,94432.14,94432.14
Sophie Ketting-van de Berg,HR,Royal van Bergen,1,97188.12,97188.12
Matthijs Galenzone,HR,de Werd NV,1,96129.04,96129.04
Matthijs Galenzone,HR,Stichting Hoeks,1,96129.04,96129.04
Maya Tuithof,Games,Berends & Merckx,1,98861.3,98861.3
Senna Zuidweg,HR,Koninklijke Post,1,80787.64,80787.64
Senna Zuidweg,HR,Faust Stadelmann KG,1,80787.64,80787.64
Selena Laffray,HR,Hellwig,1,72794.05,72794.05
Jack van de Ven,Marketing,van der Mast BV,1,64958.88,64958.88
Matthias Heinrichs,Marketing,Warmer e.V.,1,87566.17,87566.17
Maja van Salmen,Games,Desmedt NV,1,42697.17,42697.17
Pepijn van Verdun,HR,Jopich Bohnbach OHG mbH,1,61807.28,61807.28
Elise Vegt-Kosten,Games,Schouten & Waardeloo,1,70273.48,70273.48
Elise Vegt-Kosten,Games,Schmidt AG,1,70273.48,70273.48
Brent de Mol,Games,"De Graeve, De Groof en Huys BV",1,45137.78,45137.78
Maurits de Pauw-van de Velde,Marketing,"Michiels, Kaya en Ceulemans VOF",1,61740.16,61740.16
Milan van der Mast,HR,Jacob GmbH,1,67132.35,67132.35
Luuk Arens,Finance,"Torfs, Martens en Smet CV",1,46664.52,46664.52
Luuk Arens,Finance,Cools-De Roover BV,1,46664.52,46664.52
Luuk Arens,Finance,Vereecke BV,1,46664.52,46664.52
Evie Godfrey van Alemannië-Smits,Marketing,Beyer OHG mbH,1,69087.12,69087.12
Vera Wolters,IT,Albers Hellwig GmbH,1,63660.33,63660.33
Phileine Stamrood,Games,"Michiels, Van Gorp en Bosmans BV",1,50421.79,50421.79
Dion Kronenberg-Ariens,Finance,Jäkel Tschentscher GmbH,1,34903.49,34903.49
Dani Rijcken,Marketing,Maes-Galle BV,1,58748.63,58748.63
Jesper Niermann,Finance,Hendrix Genetics,1,53690.67,53690.67
Pieter van Dommelen,Marketing,Drubin,1,84520.0,84520.0
Emir Breugelensis,Marketing,Schönland,1,73115.48,73115.48
Isabel Heribert van Laon,IT,Weinhold,1,75313.03,75313.03
Maartje Vandenbergh,HR,Willems-Van Campenhout CommV,1,44414.67,44414.67
Noor van Henegouwen,Games,Hertrampf Drubin GmbH & Co. OHG,1,68721.94,68721.94
Noor van Henegouwen,Games,Dhondt-Neirynck BV,1,68721.94,68721.94
Noor van Henegouwen,Games,Vanderlande,1,68721.94,68721.94
Faas van der Stael,HR,Buysse-Verheyden VOF,1,70583.3,70583.3
Luca Sprong-Brievingh,Games,Koninklijke van Grondelle,1,46029.36,46029.36
Sophia Engels,Finance,De Cock-Heyvaert CV,1,91293.47,91293.47
Alexander Muijs,Games,Bertels VOF,1,77389.49,77389.49
Alexander Muijs,Games,"Vermeulen, Peeters en Verbeke CommV",1,77389.49,77389.49
Gijs Ghoerle-van der Leek,HR,Junitz GmbH,1,84489.53,84489.53
Bente Groote,IT,van de Pol & van Alenburg,1,62646.44,62646.44
Carlijn Jacquot,IT,"De Mey, Janssens en De Groote CommV",1,67743.27,67743.27
Carlijn Jacquot,IT,van Beieren BV,1,67743.27,67743.27
Luuk Pratt,IT,Thout NV,1,97823.41,97823.41
Noah Speijer,IT,Schlosser Losekann KG,1,94710.36,94710.36
Valentijn Buijs,IT,Willems-De Wilde BV,1,68194.34,68194.34
Phileine Huurdeman,Marketing,van Praagh Groep,1,82580.83,82580.83
Phileine Huurdeman,Marketing,Heylen-Van Hoof BV,1,82580.83,82580.83
Jan François,HR,Helmerhorst & Lijn,1,72432.18,72432.18
Jasmijn Zaal,Games,Lindner Pohl KG,1,68415.92,68415.92
Yassin Kleijse,HR,Speer,1,97627.02,97627.02
Luka Honing-Velderman,Marketing,De Pauw-Feys CV,1,73967.46,73967.46
Joris Eelman,Marketing,Verschueren CV,1,96252.87,96252.87
Vince le Gallen-van der Veen,IT,Boudewijns & die Pelser,1,67441.72,67441.72
Mara van der Ven,Marketing,D'Hondt CommV,1,41276.75,41276.75
Dylan Kok-Kerkhof,IT,Schmiedt GmbH,1,94432.14,94432.14
Sophie Ketting-van de Berg,HR,Smits & den Teuling,1,97188.12,97188.12
Nadine Kunen-van de Wal,IT,De Keyser-Verheyden CommV,1,57177.61,57177.61
Nadine Kunen-van de Wal,IT,Stichting Wagenvoort,1,57177.61,57177.61
Laura Beijring-Broek,Marketing,Christoph Mühle KG,1,53837.12,53837.12
Laura Beijring-Broek,Marketing,Kensy GmbH & Co. KG,1,53837.12,53837.12
Jayda Adriaensdr,Finance,Coppens-Wuyts CommV,1,49903.2,49903.2
Matthijs Galenzone,HR,Warmer Heß AG,1,96129.04,96129.04
Myrthe Heymans-Nedermeijer,HR,Willems-De Smet NV,1,91028.96,91028.96
Maya Tuithof,Games,Karz AG,1,98861.3,98861.3
Jack van de Ven,Marketing,Lorreijn Groep,1,64958.88,64958.88
Maja van Salmen,Games,Wieloch GmbH,1,42697.17,42697.17
Stefan Roodesteijn,Games,Klemm,1,55842.9,55842.9
Brent de Mol,Games,Hoffmann,1,45137.78,45137.78
Maurits de Pauw-van de Velde,Marketing,Weller Jüttner KGaA,1,61740.16,61740.16
Maurits de Pauw-van de Velde,Marketing,Royal Martens,1,61740.16,61740.16
Milan van der Mast,HR,Rust,1,67132.35,67132.35
Arthur Recers,IT,Van Hoof-Van Loo BV,1,44507.89,44507.89
Luuk Arens,Finance,Aerts-Roelandt CV,1,46664.52,46664.52
Evie Godfrey van Alemannië-Smits,Marketing,van der Linden & Gellemeyer,1,69087.12,69087.12
Vincent Mathurin,Games,"Verbruggen, Helsen en Desmet NV",1,44933.21,44933.21
Jolie Tillmanno,Games,Post & Vergeer,1,44052.15,44052.15
Aron Roukes,IT,"Jansen, Claessens en Brouwers VOF",1,75983.52,75983.52
Joris le Luc,Games,Schönland KGaA,1,49599.19,49599.19
Vajèn Willems-Adriaensdr,Games,"Meersman, Hermans en Van Daele BV",1,65506.6,65506.6
Esmee Wipstrik,Marketing,Geeraerts-Michiels CV,1,73237.29,73237.29
Lorenzo Goderts,Finance,Corstiaens Groep,1,96820.43,96820.43
Emir Breugelensis,Marketing,Hein,1,73115.48,73115.48
Emir Breugelensis,Marketing,Gierschner,1,73115.48,73115.48
Tyler Joosten,Finance,Koninklijke Stettyn,1,44315.02,44315.02
Lola van der Noot,HR,Köster AG,1,96114.92,96114.92
Lola van der Noot,HR,Hübel,1,96114.92,96114.92
Faas van der Stael,HR,Schaaf,1,70583.3,70583.3
Tom Kunen,Games,Ardagh Group,1,80451.94,80451.94
Carlijn Jacquot,IT,Mulder & Veltman,1,67743.27,67743.27
Berat Hakker,Finance,Heinz GmbH,1,45539.4,45539.4
Jan François,HR,Callens-Staelens CV,1,72432.18,72432.18
Jasmijn Zaal,Games,Nedschroef,1,68415.92,68415.92
Yassin Kleijse,HR,Hellwig Holsten KG,1,97627.02,97627.02
Dean Frankhuizen,Finance,Lorreijn & Greij,1,30551.74,30551.74
Nadine Kunen-van de Wal,IT,Stichting Broeshart,1,57177.61,57177.61
Nadine Kunen-van de Wal,IT,Rogner Trapp KG,1,57177.61,57177.61
Laura Beijring-Broek,Marketing,Dobbelaere VOF,1,53837.12,53837.12
Laura Beijring-Broek,Marketing,Houben-Van der Linden CommV,1,53837.12,53837.12
Matthijs Galenzone,HR,Pieters-Verhoeven CommV,1,96129.04,96129.04
Charlotte Ariens Ansems,Finance,Slagmolen & Aertsz,1,94881.56,94881.56
Charlotte Ariens Ansems,Finance,Theys VOF,1,94881.56,94881.56
Myrthe Heymans-Nedermeijer,HR,"Verstraete, Bogaert en Claeys CV",1,91028.96,91028.96
Jonathan van der Klijn,HR,Karge,1,72531.32,72531.32
Jonathan van der Klijn,HR,De Cock-Claessens NV,1,72531.32,72531.32
Koen van Evelingen,IT,Wirth AG,1,36978.84,36978.84
Berat Wipstrik-Groen,HR,"Willems, Gillis en Pattyn NV",1,42793.2,42793.2
Quinn Mulder,HR,Junitz Klingelhöfer GmbH,1,58046.88,58046.88
Brent de Mol,Games,Niemeier,1,45137.78,45137.78
Maurits de Pauw-van de Velde,Marketing,de Jong & Draaisma,1,61740.16,61740.16
Stef van Schevinghuizen-Smit,Games,"Martens, David en De Smet VOF",1,99889.55,99889.55
Vincent Mathurin,Games,Kostolzin GmbH & Co. KG,1,44933.21,44933.21
Faas Haring,Finance,Dhondt VOF,1,43985.41,43985.41
Phileine Stamrood,Games,Kohl,1,50421.79,50421.79
Aron Roukes,IT,Pauwels VOF,1,75983.52,75983.52
Rosa Kuipers,Marketing,"Claesen, Janssens en Poppe VOF",1,37606.9,37606.9
Dion Kronenberg-Ariens,Finance,Fluor,1,34903.49,34903.49
Azra de Grunt,Marketing,Cornelis-Peeters VOF,1,96145.23,96145.23
Joris le Luc,Games,Römer AG & Co. OHG,1,49599.19,49599.19
Joris le Luc,Games,Jähn e.G.,1,49599.19,49599.19
Dani Rijcken,Marketing,Mentzel,1,58748.63,58748.63
Charlotte Belpere,IT,Koster & van Mispelen,1,85633.32,85633.32
Charlotte Belpere,IT,Börner GbR,1,85633.32,85633.32
Charlotte Belpere,IT,Bellemans Groep,1,85633.32,85633.32
Jesper Niermann,Finance,"Verhaegen, Dewulf en Simons VOF",1,53690.67,53690.67
Emir Breugelensis,Marketing,"Singh, Vranckx en Segers CommV",1,73115.48,73115.48
Isabel Heribert van Laon,IT,Bovemij Verzekeringsgroep,1,75313.03,75313.03
Angelina Eijkelboom,Finance,Köhler,1,98237.0,98237.0
Liz van Hostaden,IT,Schmiedt,1,64619.58,64619.58
Noor van Henegouwen,Games,Bolander,1,68721.94,68721.94
Faas van der Stael,HR,Meeusen & Spreeuw,1,70583.3,70583.3
Jayson van Gorp-Hermans,HR,Eckbauer,1,39445.72,39445.72
Valerie Arnold-van Geest,Finance,Decoster-Mertens CV,1,76773.86,76773.86
Tom Kunen,Games,Hendriks Stiebitz KG,1,80451.94,80451.94
Sophia Engels,Finance,van Gent BV,1,91293.47,91293.47
Alexander Muijs,Games,"Breugelmans, Wuyts en Buelens CommV",1,77389.49,77389.49
Alexander van Ooyen-Arnold,IT,Plieger,1,93859.22,93859.22
Bente Groote,IT,Dirven Groep,1,62646.44,62646.44
Carlijn Jacquot,IT,Royal Peters,1,67743.27,67743.27
Amy Chrodtrud,Finance,"De Wolf, Simoens en Martens VOF",1,93885.31,93885.31
Amy Chrodtrud,Finance,Koninklijke van Tuijl,1,93885.31,93885.31
Luuk Pratt,IT,van Vlaanderen & de Swart,1,97823.41,97823.41
Ties Mulders,HR,Reesink,1,56797.57,56797.57
Daniel Rietveld,Finance,Henschel GmbH & Co. KGaA,1,89974.0,89974.0
Phileine Huurdeman,Marketing,Bavaria,1,82580.83,82580.83
Azra Claesner,Marketing,Heser Martin KG,1,48783.07,48783.07
Joris Eelman,Marketing,Löwer,1,96252.87,96252.87
Riley Blokland-Kleibrink,HR,Van Gelder Groep,1,57514.03,57514.03
Matthijs Galenzone,HR,Tins NV,1,96129.04,96129.04
Jonathan van der Klijn,HR,"Hendrickx, Claessens en Hens NV",1,72531.32,72531.32
Senna Zuidweg,HR,Moors-Vanneste NV,1,80787.64,80787.64
Koen van Evelingen,IT,Heylen CommV,1,36978.84,36978.84
Berat Wipstrik-Groen,HR,Royal le Guellec,1,42793.2,42793.2
Selena Laffray,HR,Callens-De Backer NV,1,72794.05,72794.05
Jack van de Ven,Marketing,Etzold AG & Co. KGaA,1,64958.88,64958.88
Brent de Mol,Games,auch Schlauchin Bohlander GmbH,1,45137.78,45137.78
Milan van der Mast,HR,Verbeek NV,1,67132.35,67132.35
Stef van Schevinghuizen-Smit,Games,"Ramaekers, Janssen en Timmermans NV",1,99889.55,99889.55
Arthur Recers,IT,Verbiest-Sanders VOF,1,44507.89,44507.89
Arthur Recers,IT,Dachgelder & Manne,1,44507.89,44507.89
Arthur Recers,IT,Royal Pons,1,44507.89,44507.89
Sep Cant-Vandenbergh,IT,Dörschner Käster GmbH & Co. KG,1,57751.6,57751.6
Evie Godfrey van Alemannië-Smits,Marketing,Holzapfel,1,69087.12,69087.12
Faas Haring,Finance,ABB,1,43985.41,43985.41
Phileine Stamrood,Games,Achmea,1,50421.79,50421.79
Rosa Kuipers,Marketing,"De Ryck, Andries en Diallo CV",1,37606.9,37606.9
Dion Kronenberg-Ariens,Finance,Fischer Kabus Stiftung & Co. KGaA,1,34903.49,34903.49
Dani Rijcken,Marketing,"Vermeiren, Michielsen en Van den Eynde NV",1,58748.63,58748.63
Lorenzo Goderts,Finance,Kranz,1,96820.43,96820.43
Pieter van Dommelen,Marketing,Kusch,1,84520.0,84520.0
Pieter van Dommelen,Marketing,"Rombaut, Bogaert en Braem BV",1,84520.0,84520.0
Emir Breugelensis,Marketing,"Verbist, Cornelis en Timmermans CommV",1,73115.48,73115.48
Emir Breugelensis,Marketing,Smet VOF,1,73115.48,73115.48
Isabel Heribert van Laon,IT,"Bruneel, Dubois en De Cock CommV",1,75313.03,75313.03
Liz van Hostaden,IT,Christoph,1,64619.58,64619.58
Liz van Hostaden,IT,Thomas-Samyn NV,1,64619.58,64619.58
Liz van Hostaden,IT,Heijmans,1,64619.58,64619.58
Liz van Hostaden,IT,Linke Kostolzin KG,1,64619.58,64619.58
Noor van Henegouwen,Games,Vertooren & Scuylenborchs,1,68721.94,68721.94
Julia Wilcken,Games,Bohnbach e.V.,1,98115.08,98115.08
Faas van der Stael,HR,Rohleder GmbH & Co. OHG,1,70583.3,70583.3
Jayson van Gorp-Hermans,HR,Dobes GbR,1,39445.72,39445.72
Sophia Engels,Finance,Bohnbach,1,91293.47,91293.47
Joey Blees,Finance,Jacobs NV,1,80254.71,80254.71
Alexander Muijs,Games,Jopich,1,77389.49,77389.49
Gijs Ghoerle-van der Leek,HR,van Berkum NV,1,84489.53,84489.53
Gijs Ghoerle-van der Leek,HR,van Haarlem & Westermann,1,84489.53,84489.53
Luuk Pratt,IT,Nijs-Matthys NV,1,97823.41,97823.41
Daniel Rietveld,Finance,Gemen BV,1,89974.0,89974.0
Daniel Rietveld,Finance,Liebelt Süßebier KG,1,89974.0,89974.0
Noah Speijer,IT,Eigenwillig,1,94710.36,94710.36
Valentijn Buijs,IT,Schottin,2,136388.68,272777.36
Azra Claesner,Marketing,Dupont-Jacobs CV,1,48783.07,48783.07
Joris Eelman,Marketing,Accon AVM,1,96252.87,96252.87
Laura Beijring-Broek,Marketing,Vandenbussche VOF,1,53837.12,53837.12
Matthijs Galenzone,HR,Verlinden NV,1,96129.04,96129.04
Charlotte Ariens Ansems,Finance,Vos Logistics,1,94881.56,94881.56
Charlotte Ariens Ansems,Finance,A. Hakpark,1,94881.56,94881.56
Charlotte Ariens Ansems,Finance,Etzold,1,94881.56,94881.56
Jonathan van der Klijn,HR,Vermeulen-De Wachter VOF,1,72531.32,72531.32
Senna Zuidweg,HR,Beyer GmbH,1,80787.64,80787.64
Senna Zuidweg,HR,Spieß Gutknecht GmbH,1,80787.64,80787.64
Selena Laffray,HR,Moons-Philips CV,1,72794.05,72794.05
Jack van de Ven,Marketing,Van Campenhout-Verstraeten VOF,1,64958.88,64958.88
Maja van Salmen,Games,Royal Versluijs,1,42697.17,42697.17
Pepijn van Verdun,HR,Dillen-Vermeersch CommV,1,61807.28,61807.28
Elise Vegt-Kosten,Games,Aalts & Groenendaal,1,70273.48,70273.48
Brent de Mol,Games,Patberg Stiftung & Co. KGaA,1,45137.78,45137.78
Maurits de Pauw-van de Velde,Marketing,van Beaumont & Manne,1,61740.16,61740.16
Mohammed de Mol,Marketing,Staude,1,76689.04,76689.04
Arthur Recers,IT,Saelens CV,1,44507.89,44507.89
Faas Haring,Finance,Verlinden CV,1,43985.41,43985.41
Aron Roukes,IT,Huybrechts-Herman CV,1,75983.52,75983.52
Dion Kronenberg-Ariens,Finance,Claus VOF,1,34903.49,34903.49
Dion Kronenberg-Ariens,Finance,Claeys CV,1,34903.49,34903.49
Joshua Michiels,IT,DuPont Nederland,1,43361.86,43361.86
Emily Coreth von und zu Coredo und Starkenberg,Finance,Kroker Stroh AG,1,44127.39,44127.39
Vajèn Willems-Adriaensdr,Games,Lambrechts CV,1,65506.6,65506.6
Charlotte Belpere,IT,Pauwels CV,1,85633.32,85633.32
Esmee Wipstrik,Marketing,Täsche Warmer AG & Co. KGaA,1,73237.29,73237.29
Pieter van Dommelen,Marketing,Koninklijke Unruoch Hunerik,1,84520.0,84520.0
Pieter van Dommelen,Marketing,Stevens-De Leeuw VOF,1,84520.0,84520.0
Tyler Joosten,Finance,Slaetsdochter BV,1,44315.02,44315.02
Tyler Joosten,Finance,Klemt Heser GmbH & Co. OHG,1,44315.02,44315.02
Bradley de Lange,Games,Lange Binner AG,1,74206.82,74206.82
Lola van der Noot,HR,Juncken OHG mbH,1,96114.92,96114.92
Liz van Hostaden,IT,Koch II,1,64619.58,64619.58
Liz van Hostaden,IT,Wellens CommV,1,64619.58,64619.58
Julia Wilcken,Games,Rose Wulff AG & Co. OHG,1,98115.08,98115.08
Merijn Verhoeven,Finance,Huijben Groep,1,75557.45,75557.45
Merijn Verhoeven,Finance,Koninklijke Mulder,1,75557.45,75557.45
Joey Blees,Finance,Verbiest-Verbeeck CV,1,80254.71,80254.71
Gijs Ghoerle-van der Leek,HR,van der Spaendonck BV,1,84489.53,84489.53
Carlijn Jacquot,IT,Kaur-Put CommV,1,67743.27,67743.27
Amy Chrodtrud,Finance,Koster & Jorlink,1,93885.31,93885.31
Luuk Pratt,IT,Schönland Tröst GmbH,1,97823.41,97823.41
Vincent Bouhuizen,Finance,Eberhardt AG & Co. OHG,1,87128.54,87128.54
Daniel Rietveld,Finance,Löwer AG,1,89974.0,89974.0
Phileine Huurdeman,Marketing,Staelens-Dockx NV,1,82580.83,82580.83
Merel Rippey,HR,Dowerg GmbH,2,88594.38,177188.76
Merel Rippey,HR,Vandekerckhove-De Smedt BV,1,44297.19,44297.19
Jan François,HR,van der Plas NV,1,72432.18,72432.18
Jasmijn Zaal,Games,Baum GmbH,1,68415.92,68415.92
Yassin Kleijse,HR,"Leys, De Maeyer en Wellens BV",1,97627.02,97627.02
Luka Honing-Velderman,Marketing,Dewaele BV,1,73967.46,73967.46
Luka Honing-Velderman,Marketing,Spieß Fechner GbR,1,73967.46,73967.46
Luka Honing-Velderman,Marketing,"De Wolf, Matthys en Verschueren VOF",1,73967.46,73967.46
Joris Eelman,Marketing,Rust,1,96252.87,96252.87
Riley Blokland-Kleibrink,HR,Langern GmbH,1,57514.03,57514.03
Vince le Gallen-van der Veen,IT,"Claes, Depuydt en Vandekerckhove NV",1,67441.72,67441.72
Laura Beijring-Broek,Marketing,Room & le Gallen,1,53837.12,53837.12
Jayda Adriaensdr,Finance,De Bruyn-Van Loo VOF,1,49903.2,49903.2
Jayda Adriaensdr,Finance,Joos CV,1,49903.2,49903.2
Matthijs Galenzone,HR,Schroeff Groep,1,96129.04,96129.04
Jonathan van der Klijn,HR,van Breukeleveen & Walsteijn,1,72531.32,72531.32
Jonathan van der Klijn,HR,Finke Rörricht GmbH,1,72531.32,72531.32
Senna Zuidweg,HR,Jüttner GmbH & Co. OHG,1,80787.64,80787.64
Selena Laffray,HR,Zahn,1,72794.05,72794.05
Selena Laffray,HR,Bolnbach Koch AG & Co. OHG,1,72794.05,72794.05
Stefan Roodesteijn,Games,Hiller GmbH,1,55842.9,55842.9
Stefan Roodesteijn,Games,Koninklijke Olthof,1,55842.9,55842.9
Elize de Groot,HR,van der Smeede Groep,1,96989.69,96989.69
Elise Vegt-Kosten,Games,Matthijs BV,1,70273.48,70273.48
Elise Vegt-Kosten,Games,Hesse Heß AG,1,70273.48,70273.48
Brent de Mol,Games,Huybrechts CommV,1,45137.78,45137.78
Brent de Mol,Games,"Willekens, Mertens en De Smet VOF",1,45137.78,45137.78
Mohammed de Mol,Marketing,Ecorys,1,76689.04,76689.04
Luuk Arens,Finance,Volcke & Vos,1,46664.52,46664.52
Vincent Mathurin,Games,Simons & Brisee,1,44933.21,44933.21
Vincent Mathurin,Games,Kallert Scholtz GmbH & Co. KGaA,1,44933.21,44933.21
Jolie Tillmanno,Games,"Galle, De Bruyn en Verhulst NV",1,44052.15,44052.15
Phileine Stamrood,Games,Weiß Riehl GmbH & Co. KGaA,1,50421.79,50421.79
Rosa Kuipers,Marketing,Wuyts-Lievens BV,1,37606.9,37606.9
Dion Kronenberg-Ariens,Finance,Willaert VOF,1,34903.49,34903.49
Dion Kronenberg-Ariens,Finance,Krebs Bruder GmbH,1,34903.49,34903.49
Joshua Michiels,IT,Dewilde-Van Roy CommV,1,43361.86,43361.86
Joris le Luc,Games,Schlosser GbR,1,49599.19,49599.19
Vajèn Willems-Adriaensdr,Games,Vos-Moerman NV,1,65506.6,65506.6
Charlotte Belpere,IT,Koninklijke Kerkhof,1,85633.32,85633.32
Emir Breugelensis,Marketing,"Heylen, Baetens en Claes NV",1,73115.48,73115.48
Isabel Heribert van Laon,IT,van der Linden & Brizee,1,75313.03,75313.03
Angelina Eijkelboom,Finance,"De Schepper, Devos en Goossens VOF",1,98237.0,98237.0
Liz van Hostaden,IT,Heere & Huls,1,64619.58,64619.58
Noor van Henegouwen,Games,"Philips, Rutten en Ahmed CV",1,68721.94,68721.94
Noor van Henegouwen,Games,van Baalen NV,1,68721.94,68721.94
Jayson van Gorp-Hermans,HR,Unit4,1,39445.72,39445.72
Ali Hollander,IT,"Peeters, De Schrijver en Christiaens CommV",1,99653.96,99653.96
Ali Hollander,IT,van Soest & Zwijsen,1,99653.96,99653.96
Luca Sprong-Brievingh,Games,van Gils & van Brenen,1,46029.36,46029.36
Joey Blees,Finance,Dupont-Roels CommV,1,80254.71,80254.71
Alexander Muijs,Games,"Van den Bossche, Blomme en Neyens CommV",1,77389.49,77389.49
Gijs Ghoerle-van der Leek,HR,Walter GmbH,1,84489.53,84489.53
Carlijn Jacquot,IT,Dehmel,1,67743.27,67743.27
Amy Chrodtrud,Finance,Sterckx-Coppens NV,1,93885.31,93885.31
Amy Chrodtrud,Finance,Kraushaar AG,1,93885.31,93885.31
Vincent Bouhuizen,Finance,Dierickx NV,1,87128.54,87128.54
Vincent Bouhuizen,Finance,Stumpf,1,87128.54,87128.54
Jan François,HR,Kaul Schomber AG & Co. KG,1,72432.18,72432.18
Yassin Kleijse,HR,Beer Hethur GmbH,1,97627.02,97627.02
Joris Eelman,Marketing,Mortier-De Bruycker CommV,1,96252.87,96252.87
