id,caller_id,company,recipient,age,country,product_sold,quantity
1483,48,De Bruyne BV,Yves Dierickx Coppens,44,Belgium,Sign,7
1484,1,Bolnbach van der Dussen AG,Dr. Wilfriede Förster,26,Germany,Brochure,29
1485,72,Rosemann,Prof. Henni Döring,25,Germany,Router,30
1486,61,Claes VOF,Maria Verfaillie,49,Belgium,Billboard,50
1487,85,van Bovenen & Brandon,Sven van Susa,46,Netherlands,Printer,40
1488,14,ArboNed,Willem Van Bragt-Hoeks,20,Netherlands,Flyer,36
1489,80,van Evelingen BV,Matthias Ariens Ansems,20,Netherlands,Laptop,20
1490,91,Junken e.V.,Manfred Scheuermann,24,Germany,Poster,23
1491,58,Stoll Söding GmbH & Co. KGaA,Dipl.-Ing. Herrmann Pieper B.Sc.,38,Germany,Sign,30
1492,70,Koninklijke Billung,Kyara Jerusalem-de Pauw,60,Netherlands,Printer,4
1493,76,Vos NV,Katleen Verelst,55,Belgium,Printer,9
1494,24,De Jong & Laan,Megan van Stralen-Geldens,34,Netherlands,Router,4
1495,24,Sauer Cichorius GmbH,Notburga Möchlichen B.A.,56,Germany,Monitor,25
1496,44,Fortuyn NV,Merijn Huisman,20,Netherlands,Business Card,36
1497,10,Claes BV,Christine Van Dyck,37,Belgium,Headset,14
1498,67,Schottin,Dipl.-Ing. Zoltan Pieper B.Eng.,37,Germany,Scanner,29
1499,29,Boonen VOF,Debby De Vuyst,59,Belgium,Webcam,9
1500,60,Ceulemans-De Schryver CV,Josée Mortier,42,Belgium,Monitor,17
1501,65,Hendriks Walter OHG mbH,Frau Silvana Rosemann B.A.,40,Germany,Laptop,49
1502,24,Koninklijke van Rossum,Ninthe van den Broek,35,Netherlands,Banner,38
1503,39,Stichting Feenstra,Yinthe Sarneel,50,Netherlands,Scanner,4
1504,57,van Gent & van Ginneke,Jill van Dooren-van Berkum,40,Netherlands,Flyer,15
1505,41,Ooms-Verbeke BV,Kris Verschueren,58,Belgium,Router,39
1506,9,van Ochten & Spruyt,Sterre Jans-Scheffers,27,Netherlands,Keyboard,47
1507,26,"Hermans, Bauwens en Michiels BV",Lander Heremans,57,Belgium,Social Media Ad,5
1508,86,Bonbach AG & Co. KG,Anny Scholz,27,Germany,Desktop,42
1509,48,"Claes, Gevaert en Janssen VOF",Seppe Dillen,35,Belgium,Banner,47
1510,83,Wendt NV,Jayda Peronne-Huijs,18,Netherlands,Desktop,27
1511,50,Mater & Louws,Jill Alpaidis,33,Netherlands,Poster,46
1512,71,"Daems, Daniels en Vansteenkiste VOF",Philippe De Ryck Meert,42,Belgium,Brochure,15
1513,18,Bellemans Groep,Luca Henric van den Nuwenhuse-Elsenaar,21,Netherlands,Keyboard,13
1514,15,"Martens, Decoster en Van Parys VOF",Lisette Verbeke,32,Belgium,Keyboard,47
1515,72,Smets VOF,Frans Vanhee,49,Belgium,Billboard,8
1516,71,Blokland & Molegraaf,Brian van Bunschoten,18,Netherlands,Mouse,49
1517,50,Rädel,Kreszenz Etzold-Striebitz,51,Germany,Billboard,10
1518,91,Kühnert KG,Wibke Mentzel,55,Germany,Mouse,5
1519,72,Kambs GbR,Käte Schmiedecke,29,Germany,Sign,2
1520,20,Kremer & Overeem,Britt van Vermandois,53,Netherlands,Poster,5
1521,30,Royal Genefaas,Jip de Jong,60,Netherlands,Webcam,40
1522,51,Bruggeman BV,Ayoub Palman-de Strigter,46,Netherlands,Billboard,4
1523,39,Haase,Angela Stolze-Häring,55,Germany,Monitor,13
1524,92,Haring & Rippey,Ella Haack,39,Netherlands,Keyboard,42
1525,32,Brunel,Berend Verharen,36,Netherlands,Poster,39
1526,62,"De Boeck, Herman en Holvoet CommV",Sandra Dubois,36,Belgium,Mouse,5
1527,39,Rijntjes BV,Fedde Wijland,33,Netherlands,Scanner,39
1528,68,Nihoe NV,Hannah Tirie-de Ruiter,38,Netherlands,Billboard,46
1529,96,"Stichting Werl-Arnsberg, van",Tim Middelkoop-van Leeuwen,55,Netherlands,Router,10
1530,72,Hahn Fröhlich AG,Walburga Koch-Peukert,26,Germany,Router,11
1531,90,Davids,Univ.Prof. Dennis Hamann B.Eng.,31,Germany,Sign,9
1532,40,Koninklijke Sarneel,Nathan Kuilenburg,46,Netherlands,Desktop,11
1533,88,Gertz Berger e.G.,Viola Weimer,49,Germany,Flyer,1
1534,84,Rudolph AG & Co. KG,Irmtrud Meyer-Hartmann,33,Germany,Laptop,24
1535,49,Bachmann KG,Arif Hörle,23,Germany,Flyer,12
1536,99,Ehlert AG,Frau Evelyne Löchel,23,Germany,Router,22
1537,91,Lange Ring GbR,Prof. Bruno Juncken,25,Germany,Printer,20
1538,7,Hanssens VOF,Vanessa Vercruysse,59,Belgium,Business Card,3
1539,21,van Lucel BV,Demi Leguit,47,Netherlands,Logo Design,4
1540,52,Merck,Wesley Dorsman-van Leeuwen,58,Netherlands,Brochure,1
1541,59,Junken Ring GmbH,Gülay Schmiedt,39,Germany,Brochure,33
1542,34,Royal van Luyssel,Esther Bruggeman-Jacquot,53,Netherlands,Poster,44
1543,68,Ahmed-Vermeylen NV,Lars Luyten,54,Belgium,Webcam,27
1544,87,Rädel,Herr Bekir Kühnert,37,Germany,Printer,38
1545,68,DAF Trucks,Laura Overdijk,28,Netherlands,Brochure,16
1546,78,Schulz Mülichen Stiftung & Co. KGaA,Elwira Walter-Oderwald,49,Germany,Webcam,1
1547,86,De Block CV,Fatima Callens,23,Belgium,Flyer,4
1548,42,De Cock CV,Britt Van Damme,44,Belgium,Scanner,38
1549,27,van 't Wel & Hendricks,Chloé Stamrood,20,Netherlands,Website Design,6
1550,75,Boetet BV,Floris Blokland,34,Netherlands,Banner,5
1551,92,Ruppert,Klaus Peter Weinhage-Baum,33,Germany,Laptop,2
1552,87,Scholz GbR,Univ.Prof. Francoise Wagner,34,Germany,Poster,28
1553,94,Rijntjes & van Spreuwel,Dani Robbrechts Bruijne,39,Netherlands,Banner,43
1554,92,Coppens VOF,Kim Jacobs,23,Belgium,Headset,4
1555,39,Koninklijke van Klaarwater,Boris Frankhuizen,34,Netherlands,Billboard,2
1556,63,Moerman-Cools CommV,Olga Christiaens,38,Belgium,Flyer,5
1557,67,le Guellec NV,Lara Thomas,54,Netherlands,Flyer,19
1558,60,"Mertens, Cuypers en Vervaeke CV",Guido Somers,34,Belgium,Laptop,9
1559,99,Stroh,Kordula Mielcarek,32,Germany,Banner,7
1560,31,Rutten & Momberg,Raf Meeres-Ouwel,26,Netherlands,Desktop,4
1561,52,Baum GbR,Herr Slobodan Misicher,20,Germany,Headset,35
1562,96,Verhoeven & Broekhoven,Vincent van Vermandois,56,Netherlands,Headset,36
1563,81,Westerbeek & Oemencs,Mila van Brunswijk,23,Netherlands,Logo Design,33
1564,41,van der Lede & Bosch,Tirza van Oirschot,46,Netherlands,Billboard,38
1565,19,Geeraerts-Michiels CV,Karen Smets,40,Belgium,Billboard,38
1566,25,"Van de Velde, Dierickx en Beernaert CV",Eva Devos,41,Belgium,Scanner,41
1567,80,Koninklijke den Buytelaar,Matthias Poncelet-Rehorst,30,Netherlands,Keyboard,30
1568,65,Oderwald GmbH & Co. KG,Silke Förster,25,Germany,Billboard,29
1569,84,Vansteenkiste BV,Beatrice Desmedt,22,Belgium,Monitor,46
1570,73,"Bouckaert, Kaya en Mariën CommV",Danny Rogiers,52,Belgium,Logo Design,50
1571,73,"Vanneste, Vanhoutte en Goovaerts CommV",Alicia Vandendriessche,58,Belgium,Billboard,39
1572,71,"Lippens, Jacobs en Vandamme VOF",Conny Verhelst,27,Belgium,Logo Design,5
1573,11,Krebs Bruder GmbH,Gottlieb Seifert,27,Germany,Banner,26
1574,55,Achmea,Rens Tamsma,26,Netherlands,Desktop,16
1575,88,Royal Uittenbosch,Victoria Pratt,35,Netherlands,Social Media Ad,8
1576,83,Janssens-De Clerck NV,Ludo Bekaert,57,Belgium,Brochure,25
1577,21,Randstad,Cornelis van der Stael,53,Netherlands,Monitor,12
1578,13,Kabus Mülichen AG,Sigrun Reising,18,Germany,Sign,43
1579,93,Karz Karz KG,Lucia Mohaupt,55,Germany,Website Design,22
1580,59,Guit & Holthuis,Amira van der Strigt,46,Netherlands,Laptop,11
1581,70,Stichting Thomas,Twan Briere,39,Netherlands,Flyer,2
1582,22,Klemt KG,Lotte Rosenow,43,Germany,Billboard,30
1583,82,Martens VOF,Fleur Martens Nys,55,Belgium,Keyboard,9
1584,28,Lorch AG,Liselotte Stroh,45,Germany,Logo Design,29
1585,5,Willems NV,Kelly Cornelis,38,Belgium,Monitor,6
1586,87,"Everaert, De Smedt en De Clerck CommV",Fien De Greef,18,Belgium,Keyboard,10
1587,15,Vercammen-Van den Bossche CommV,Peter Bruyninckx,28,Belgium,Mouse,49
1588,18,Janssen-Michiels CV,Mark Van Dessel,54,Belgium,Router,44
1589,34,"Verboven, Brouwers en Beernaert CommV",Laura Vandenbussche,20,Belgium,Desktop,24
1590,88,Janssens BV,Vanessa Vandamme,27,Belgium,Desktop,26
1591,33,Momberg & van der Schuijt,Stijn van den Heuvel-Jacquot,40,Netherlands,Sign,28
1592,42,Royal de Bruijn,Lena Sarneel,41,Netherlands,Social Media Ad,32
1593,52,Schacht,Liselotte Tintzmann B.Sc.,37,Germany,Billboard,22
1594,95,Margraf,Lilo Adolph,44,Germany,Flyer,50
1595,2,Oosterhek Groep,Fedde Peterse-Broeshart,49,Netherlands,Keyboard,37
1596,10,Kolster & van der Loo,Michael Lambregt,52,Netherlands,Brochure,16
1597,55,Fierens-Cox CV,Hilda Vandenbussche,52,Belgium,Brochure,36
1598,73,van der Sloot & van den Oever,Laura van Haeften,51,Netherlands,Printer,20
1599,7,"Coppens, Verstraete en Vandamme BV",Davy Schepens,46,Belgium,Billboard,45
1600,92,"Geerts, Broeckx en De Smet CommV",Nicole Nuyts,52,Belgium,Banner,31
1601,92,Bloch GmbH & Co. KGaA,Dr. Irma Rudolph,43,Germany,Logo Design,27
1602,44,Peeters BV,Lydia Pauwels,42,Belgium,Social Media Ad,13
1603,76,Martens VOF,Sebastiaan Van de Velde,51,Belgium,Webcam,11
1604,59,Säuberlich,Hans-Erich Hornig,40,Germany,Banner,2
1605,92,"Goethals, Blondeel en De Witte VOF",Inge Claessens,45,Belgium,Sign,46
1606,12,Koninklijke Slagmolen,Mehmet de Grote,49,Netherlands,Website Design,21
1607,25,Sandd,Lukas Blom,40,Netherlands,Logo Design,37
1608,99,Heuser Dobes GmbH & Co. OHG,Marita Zobel B.Eng.,21,Germany,Headset,27
1609,64,"Desmet, Daems en Christiaens CV",Frédéric Wynants,38,Belgium,Keyboard,39
1610,76,Dejonghe-Verheyen CommV,Caroline Deckers,40,Belgium,Billboard,41
1611,28,Jans CV,Erik Bouckaert,35,Belgium,Brochure,25
1612,98,Staude,Kunigunde Nohlmans,26,Germany,Laptop,18
1613,59,Maes VOF,Henriette Thys,59,Belgium,Billboard,2
1614,93,Koninklijke Jacobs,Jacob Vastenhouw,36,Netherlands,Business Card,13
1615,100,Volcke & Vos,Rik Bresse-Adryaens,19,Netherlands,Laptop,44
1616,8,Peeters-Desmet VOF,Ella Vlaeminck,39,Belgium,Billboard,38
1617,97,"Martens, David en De Smet VOF",Marie De Pauw,51,Belgium,Social Media Ad,3
1618,30,Koninklijke Prinsen,Tess Rouwhorst,39,Netherlands,Headset,20
1619,44,Maes-De Moor BV,Stijn Heymans,59,Belgium,Billboard,48
1620,76,Atzler Hendriks GmbH,Slobodan Köhler-Kreusel,50,Germany,Mouse,27
1621,88,Degryse-Boon NV,Lennert Tielemans,31,Belgium,Brochure,42
1622,36,Wilmsen AG,Larissa Weinhold,21,Germany,Router,33
1623,42,Thijs NV,Lucien De Sutter,42,Belgium,Mouse,29
1624,95,Ansems Groep,Phileine Zuijdveld,43,Netherlands,Sign,34
1625,89,Weiß GmbH,Eckard Kobelt-Heuser,44,Germany,Poster,3
1626,70,Häring Sauer e.V.,Prof. Heiner Franke B.Eng.,60,Germany,Social Media Ad,12
1627,81,Mosemann Ullrich Stiftung & Co. KGaA,Univ.Prof. Reinald Schmiedt,52,Germany,Poster,45
1628,24,"Hermans, Coppens en Naessens VOF",Mustafa Ooms,29,Belgium,Logo Design,24
1629,24,Werner Hecker OHG mbH,Eckhart Metz-Fiebig,40,Germany,Logo Design,47
1630,89,Matthäi GmbH & Co. KG,Halina Hettner,35,Germany,Webcam,46
1631,31,Gerlach Margraf e.V.,Marie-Luise Mies,52,Germany,Business Card,40
1632,94,van der Horst & van den Oever,Tycho Timmerman,55,Netherlands,Headset,31
1633,4,Boonen NV,Robbe Van Hecke,55,Belgium,Social Media Ad,45
1634,23,De Decker-Van den Brande CommV,Marie De Clercq,53,Belgium,Headset,8
1635,29,Reinhardt,Dipl.-Ing. Cäcilie Salz,33,Germany,Business Card,19
1636,88,Unit4,Linn Jochems,60,Netherlands,Laptop,42
1637,25,Degroote-Martens NV,Samuel De Bruyn De Winter,55,Belgium,Logo Design,38
1638,7,Simons-Dierckx NV,Gert De Laet,27,Belgium,Webcam,6
1639,7,P4People,Dave Zaal-van den Velden,59,Netherlands,Mouse,19
1640,66,van den Corput BV,Ruben Backer-Groenestein,51,Netherlands,Headset,15
1641,87,Drubin,Dipl.-Ing. Sara Ehlert B.Sc.,42,Germany,Headset,19
1642,60,Aegon,Lieke Bezemer,52,Netherlands,Social Media Ad,8
1643,54,De Bruyne CommV,Arne De Wachter,32,Belgium,Poster,48
1644,35,Brocacef,Sophie van den Hoek,49,Netherlands,Logo Design,20
1645,40,Fujifilm,Sterre Bruggeman-Sprong,31,Netherlands,Social Media Ad,32
1646,58,d' Heripon & Mercks,Daphne van der Zijl,56,Netherlands,Banner,10
1647,95,Adler,Prof. Kathy Schmidtke MBA.,34,Germany,Scanner,16
1648,49,Stichting Geertsen,Kayleigh Stange,36,Netherlands,Webcam,50
1649,15,Perrono & van den Nieuwenhuijsen,Jacob van der Stael-van Velzen,59,Netherlands,Desktop,35
1650,67,Verhaeghe-Van Bogaert CommV,Peter Janssen,59,Belgium,Banner,42
1651,29,Havensteder,Jente Mulders,38,Netherlands,Laptop,21
1652,45,Jopich,Ing. Miodrag Kranz,30,Germany,Flyer,2
1653,96,De Mey-De Boeck CommV,Claudia Van Acker,48,Belgium,Printer,17
1654,89,Claeys VOF,Lex Janssens,45,Belgium,Logo Design,36
1655,59,Eckbauer Hertrampf KG,Dr. Arno Ring,33,Germany,Social Media Ad,15
1656,52,Hesse AG & Co. KG,Inga Spieß,60,Germany,Printer,12
1657,22,Mentzel,Ing. Petros Fechner MBA.,31,Germany,Billboard,24
1658,13,"Buyse, De Schryver en Smets BV",Nicole Demeulenaere,47,Belgium,Banner,7
1659,20,Heijmans,Lana van den Corput,57,Netherlands,Brochure,27
1660,35,Weiß Klotz AG & Co. KG,Univ.Prof. Edelgard Börner,59,Germany,Webcam,19
1661,28,Janssen-Joos VOF,Lieve Vansteenkiste,25,Belgium,Headset,10
1662,33,Koninklijke Blewanus,Bart Mosley,22,Netherlands,Keyboard,40
1663,60,Ymere,Bo van der Pluijm-Spier,37,Netherlands,Flyer,8
1664,93,Kalman & Maaswinkel,Adriana van Jumiège,20,Netherlands,Mouse,8
1665,46,Mestdagh NV,Ludo De Vos,19,Belgium,Desktop,5
1666,24,Claessens CV,William Michiels,25,Belgium,Banner,21
1667,100,Van Laere BV,Daan De Paepe Pauwels,46,Belgium,Router,36
1668,17,"Swinnen, Dekeyser en Driesen CV",Marie-Jeanne Sabbe,29,Belgium,Website Design,50
1669,68,Vogt Naser AG,Ira Tlustek,58,Germany,Headset,18
1670,7,Engelen NV,Ellen Van Baelen,42,Belgium,Printer,7
1671,39,Vandenbroucke-Steyaert BV,Dimitri Declerck,30,Belgium,Social Media Ad,17
1672,48,Römer Ruppert e.V.,Hüseyin Schäfer,60,Germany,Scanner,27
1673,54,van Ooste & Blom,Wouter Coret,57,Netherlands,Scanner,28
1674,99,"Sabbe, Hendrickx en Lemmens CV",Gabriel De Sutter,26,Belgium,Webcam,37
1675,12,"Stevens, Sanders en De Moor VOF",Valentina Desmet,49,Belgium,Desktop,39
1676,16,De Schutter-Janssens CommV,Tamara De Vos,54,Belgium,Website Design,42
1677,63,Vogt,Cemil Kohl,48,Germany,Brochure,23
1678,95,van Beaumont & Manne,Femke van 't Riet,43,Netherlands,Logo Design,30
1679,91,Walter GmbH & Co. KG,Cemil Paffrath,38,Germany,Desktop,38
1680,33,Duivenvoorden NV,Fabiënne van Veen-van Leuven,57,Netherlands,Website Design,3
1681,18,Heijmans,Evie van Saksen,53,Netherlands,Headset,43
1682,50,van Ooyen & van Laar,Floris Dorsman-Labado,55,Netherlands,Flyer,29
1683,33,"De Groof, Wauters en Desmet CV",Febe Lenaerts,35,Belgium,Logo Design,18
1684,56,"Vandaele, Timmermans en Aerts VOF",Bert Desmedt,31,Belgium,Business Card,45
1685,13,Stichting Stinis,Danique Wensen,31,Netherlands,Banner,3
1686,32,"Brisee & Werl-Arnsberg, van",Bradley Vastenhouw-Shupe,55,Netherlands,Poster,8
1687,70,De Ridder-Torfs CommV,Patrick Nelissen,31,Belgium,Business Card,15
1688,55,Kade Beckmann GmbH,Jenny Schottin-Reuter,60,Germany,Webcam,49
1689,78,Wagner Stiftung & Co. KGaA,Wolfhard Bärer-Austermühle,30,Germany,Sign,26
1690,5,Engels BV,Urbain Andries,60,Belgium,Laptop,24
1691,46,De Witte NV,Herman Claus,47,Belgium,Mouse,43
1692,39,Margraf Köhler GmbH,José Biggen,36,Germany,Keyboard,9
1693,20,De Coster-Hendrickx CommV,Maria Michiels,30,Belgium,Headset,4
1694,62,Henschel,Hans-Joachim Preiß,45,Germany,Banner,12
1695,17,"De Paepe, Lambrechts en Hermans NV",Marie-Claire Baele,42,Belgium,Laptop,22
1696,91,Nohlmans,Timo Ebert,42,Germany,Billboard,6
1697,67,Coppens NV,Walter Houben,48,Belgium,Banner,44
1698,7,L'Oreal Nederland B.V.,Aaron van Rijnsbergen,21,Netherlands,Social Media Ad,17
1699,53,Röhrdanz,Hans Josef Weiß B.Eng.,50,Germany,Monitor,41
1700,85,Verbruggen CommV,Carine Luyckx,33,Belgium,Flyer,50
1701,66,van de Klashorst & van de Pavert,Nova Berends,57,Netherlands,Business Card,43
1702,64,"De Wolf, Matthys en Verschueren VOF",Muhammed Cools,25,Belgium,Headset,22
1703,29,Jäntsch Rogge AG,Univ.Prof. Salih Anders,41,Germany,Billboard,41
1704,21,Relx,Amir Karels,52,Netherlands,Webcam,35
1705,65,Cools CommV,Rafaël Willems Huysmans,30,Belgium,Brochure,27
1706,97,Bastiaanse NV,Liv van Ginkel-van der Loo,22,Netherlands,Business Card,14
1707,76,Geuens-Liekens BV,Eliane Van Camp,39,Belgium,Scanner,9
1708,95,Verbeeck & Everts,Fabian Vignon-de Vries,37,Netherlands,Scanner,32
1709,76,Michiels-Vinck VOF,Marie Van den Brande,33,Belgium,Website Design,16
1710,38,"Govaerts, Verhelst en Mertens BV",Noor Verbeke Beernaert,18,Belgium,Mouse,18
1711,51,Stahr,Michelle Wiek B.A.,29,Germany,Scanner,40
1712,58,van Wassenaar Groep,Dex Spreeuw,35,Netherlands,Desktop,17
1713,4,"Maes, Peeters en Deceuninck BV",Nicole Cornelis,57,Belgium,Website Design,11
1714,90,Viaene NV,Elke Verheyen,26,Belgium,Headset,23
1715,41,"De Wilde, De Pauw en Wouters VOF",Ludovic Wuyts Mortier,48,Belgium,Flyer,48
1716,52,Royal Muller,Zoë Kok,28,Netherlands,Scanner,17
1717,23,Kolster & Aarden,Lorenzo van der Strigt,26,Netherlands,Monitor,44
1718,30,Goossens-Van Loo CV,Andy De Cock,46,Belgium,Brochure,13
1719,35,Mertens-Vermeire BV,Robbe Verheyen,28,Belgium,Monitor,15
1720,82,Säuberlich,Margitta Gunpf,51,Germany,Brochure,49
1721,44,Fortuyn Groep,Mick Ramaker,56,Netherlands,Flyer,22
1722,11,Tlustek Mende Stiftung & Co. KG,Leszek Löffler-Franke,27,Germany,Business Card,49
1723,37,Moors CommV,Guy Yilmaz,36,Belgium,Laptop,48
1724,89,Beeckman-Smets CV,Bart De Weerdt,52,Belgium,Website Design,23
1725,11,van den Nyeuwenhuysen Groep,Noud van der Leek-Emmen,31,Netherlands,Keyboard,1
1726,97,"Ramaekers, Janssen en Timmermans NV",Romy Verheyden,57,Belgium,Mouse,28
1727,65,Stroh GmbH,Herr Dennis Gierschner B.Sc.,59,Germany,Flyer,11
1728,19,Hahn Wilmsen AG,Zdravko Hermighausen,36,Germany,Printer,32
1729,14,Delaere-Van Dooren VOF,David Pauwels,45,Belgium,Social Media Ad,43
1730,16,de Man & van Riet,Kai Wendt,37,Netherlands,Laptop,9
1731,90,Verheyen-Desmet BV,Jarne Van den Brande,29,Belgium,Printer,48
1732,58,Verhoeven-Baeyens CommV,Jan Wouters,51,Belgium,Webcam,43
1733,94,"Rosseel, Janssens en Hanssens NV",Joseph Rottiers,45,Belgium,Mouse,2
1734,88,"Claes, Swennen en Verbruggen VOF",Eddy Janssens,34,Belgium,Laptop,31
1735,86,Mertens VOF,Matthias Claes,49,Belgium,Desktop,8
1736,73,Koninklijke Berends,Puk Brandon-van Cuijck,49,Netherlands,Router,40
1737,21,"Houben, Rombouts en Lemmens CV",Ingrid David,35,Belgium,Brochure,11
1738,74,Claes NV,Mario Raes,43,Belgium,Router,8
1739,74,Hübel KG,Dr. Anita Schmiedt,40,Germany,Headset,30
1740,82,Klotz Mielcarek e.G.,Univ.Prof. Nadja Etzold,37,Germany,Monitor,37
1741,64,Theys-Vlaeminck VOF,Thijs Geerts,40,Belgium,Logo Design,31
1742,82,Carsten GmbH & Co. KG,Albina Harloff MBA.,19,Germany,Printer,6
1743,41,Michiels VOF,Urbain Bervoets,27,Belgium,Headset,15
1744,96,De Leeuw NV,Eveline Huyghe,53,Belgium,Headset,30
1745,15,Koninklijke Wagenborg,Thijmen den Teuling,51,Netherlands,Router,5
1746,99,Holsten,Prof. Volkhard Möchlichen B.Sc.,37,Germany,Website Design,18
1747,77,Kamper NV,Lily Wensen,45,Netherlands,Poster,13
1748,76,Vandenbroucke VOF,Andreas Pauwels,35,Belgium,Mouse,39
1749,14,Stichting de Leeuw,Fiene van de Pavert,42,Netherlands,Social Media Ad,6
1750,96,Janssen Groep,Elif van Haeften-Massa,23,Netherlands,Brochure,4
1751,45,Lemmens-Verboven NV,Mieke Cools,24,Belgium,Printer,17
1752,72,Nuyts VOF,Jill Vanhove,30,Belgium,Printer,11
1753,73,Verbeke-Verschueren CV,Lea Vermeulen,52,Belgium,Flyer,19
1754,19,"Wouters, Michielsen en Bogaert CommV",Maxime Van den Broeck,57,Belgium,Billboard,17
1755,11,Fechant NV,Jules Van Bragt,30,Netherlands,Sign,26
1756,58,Daems BV,Nancy Bollen,30,Belgium,Sign,47
1757,85,Baert NV,Marleen Vermeire,40,Belgium,Billboard,35
1758,32,De Clercq-Jacobs NV,Christine Verheyen,21,Belgium,Business Card,33
1759,6,"Vandevelde, De Vos en Coppens BV",Noël Callens,47,Belgium,Billboard,34
1760,59,Geißler,Freddy Aumann B.Sc.,27,Germany,Billboard,48
1761,8,Thys BV,Kato Mariën,27,Belgium,Monitor,30
1762,18,Neureuther Täsche AG,Frida Gude B.A.,46,Germany,Flyer,33
1763,37,Wulf,H.-Dieter Wagner,42,Germany,Keyboard,30
1764,18,Drewes,Gereon Heintze,54,Germany,Laptop,27
1765,31,Müller Heinrich AG & Co. KGaA,Dipl.-Ing. Herlinde Geißler B.Eng.,49,Germany,Desktop,25
1766,59,Royal Koret,Jordy van Suinvorde,18,Netherlands,Website Design,10
1767,46,Grein Groth,Annelise Mälzer,34,Germany,Poster,36
1768,58,Slegers CV,Marc Schoofs,41,Belgium,Website Design,40
1769,55,Huijs & Willems,Luc van Maaren,31,Netherlands,Webcam,5
1770,46,Koninklijke van Heusden,Jinthe Moenen,58,Netherlands,Router,26
1771,25,Claessens-De Decker BV,Harry Goris,49,Belgium,Desktop,12
1772,55,Tintzmann Löffler GmbH & Co. OHG,Dipl.-Ing. Hans-Theo Seifert B.A.,35,Germany,Desktop,41
1773,40,Coenen-Dewulf NV,Peggy Leroy,45,Belgium,Desktop,12
1774,97,Koninklijke Houdijk,Boris Sire,30,Netherlands,Printer,2
1775,17,Braem-Vanneste CV,Christine Desmedt,60,Belgium,Headset,5
1776,87,Etzler,John Weinhage,29,Germany,Website Design,5
1777,2,"De Bock, Cools en Van den Bossche CV",Luc Swinnen,21,Belgium,Logo Design,43
1778,43,Kosten NV,Kay van Ghoerle,59,Netherlands,Poster,47
1779,63,Vergauwen CV,Lina De Coster,23,Belgium,Monitor,4
1780,94,Pieper,Kai-Uwe Neureuther-Ritter,43,Germany,Scanner,13
1781,40,Stichting Saxo,Casper Westerbeek-van den Corput,56,Netherlands,Poster,34
1782,20,Liebelt,Frida Müller B.Eng.,54,Germany,Headset,11
1783,89,Scheer & van Verdun,Xavi van Mispelen,31,Netherlands,Business Card,17
1784,19,IHC Merwede,Luc Lips,20,Netherlands,Headset,41
1785,20,Briemer Hendriks AG & Co. KG,Udo Gertz,24,Germany,Scanner,24
1786,24,van Oostendorp & Goedhart,Amélie Ariens Ansems,25,Netherlands,Printer,41
1787,2,Royal van de Noordmark,Brent Kisman,18,Netherlands,Social Media Ad,44
1788,68,van Beaumont Groep,Quinten Roosenboom,24,Netherlands,Laptop,23
1789,56,Röhrdanz,Herr Bruno Schmidt,30,Germany,Printer,33
1790,12,Kallert,Ing. Ann-Kathrin Vogt,44,Germany,Webcam,33
1791,57,Geerts NV,Nynke van der Kaay-le Floch,44,Netherlands,Monitor,12
1792,12,Bogaerts BV,Michael Timmermans,47,Belgium,Flyer,40
1793,36,Mortier NV,Laura Tack,49,Belgium,Brochure,1
1794,89,"De Bruyne, Beckers en Michiels BV",Emma De Bondt,21,Belgium,Mouse,4
1795,13,Shell,Lucy Bleijenberg-Jansdr,25,Netherlands,Poster,30
1796,99,Vercammen-De Smet CV,Marco Janssen,29,Belgium,Business Card,4
1797,83,Eberhardt,Dr. Geert Freudenberger,40,Germany,Mouse,26
1798,9,Weiß Seip KG,Ing. Angelo Trubin,42,Germany,Keyboard,22
1799,75,Claeys-Demeyer NV,Daniël Temmerman,46,Belgium,Poster,39
1800,10,"Dekeyser, Vanderstraeten en De Jonghe VOF",Daan De Bruyn,46,Belgium,Banner,42
1801,55,Henschel GmbH & Co. KGaA,Dipl.-Ing. Charlotte Beer B.Eng.,58,Germany,Business Card,13
1802,55,DAF Trucks,Valerie van Velzen,25,Netherlands,Laptop,1
1803,12,Albers,Juliane Ullrich,38,Germany,Scanner,1
1804,1,Borman BV,Guus Janse,32,Netherlands,Billboard,21
1805,98,"Wouters, Raeymaekers en Vandeputte CV",Marc Van Genechten,56,Belgium,Business Card,24
1806,50,Barkholz Hein AG & Co. OHG,Dr. Karina Stadelmann B.A.,46,Germany,Printer,30
1807,15,Stichting Spier,Siem Peronne,28,Netherlands,Flyer,29
1808,94,Mülichen Hande KGaA,Zita Heß-Ebert,39,Germany,Desktop,23
1809,55,Hendriks Wernecke GmbH,Anna-Marie Tröst,31,Germany,Monitor,17
1810,4,Maes NV,Patricia Verhulst Cools,44,Belgium,Brochure,1
1811,66,De Bruyne CommV,Dries Smits Cools,53,Belgium,Banner,8
1812,23,Gierschner,Dipl.-Ing. Grit Schmiedt,36,Germany,Printer,6
1813,81,De Clercq-Thijs CV,Louis Verstraeten,48,Belgium,Billboard,41
1814,46,McDonalds,Cornelia de Haan,31,Netherlands,Logo Design,27
1815,70,"Hermans, Peters en Schepens NV",Freddy Verhaeghe,60,Belgium,Desktop,2
1816,83,Charon NV,Ashley van der Laan,37,Netherlands,Scanner,47
